"","id","time","target","weekday","month","social","travel","unknown","utilities","weather","call","arousal","valence","mood","count","screen","sms","activity","builtin","communication","entertainment","finance","game","office","other"
"79","AS14.03",2014-03-30,8.4,0,3,0,2.568,23.752,10.6756,0,2.6,-0.07,1.16,8.08,4.4,3312.9107998848,0.6,0.119034773220049,409.6612,925.0712,2248.413,116.811,0,44.2806,123.4286
"80","AS14.03",2014-03-31,7.4,1,3,0,2.568,21.3406,4.907,6.391,1.6,-0.03,1.12,8.2,4.4,3268.43219971657,0.4,0.125411259168686,203.336,908.7762,2386.0926,27.3024,0,21.3222,133.9134
"81","AS14.03",2014-04-01,7.6,2,4,0,0,19.8108,5.939,6.391,2,-0.05,1.04,8.03,4.6,4350.88559994697,0.6,0.123907335859727,588.6074,1532.3554,2254.8116,25.3724,0,17.1854,139.1346
"82","AS14.03",2014-04-02,7.4,3,4,0,0,19.8108,2.441,6.391,1.8,-0.02,1.02,8,4.8,4336.917999506,0.4,0.122751053149243,579.6728,1488.3826,2249.371,37.1006,0,26.996,167.775
"83","AS14.03",2014-04-03,7.8,4,4,0,10.829,7.0534,1.032,6.391,1.6,0.12,0.84,7.88,5,4359.67760000229,0.4,0.117552823210813,695.0072,1464.3184,1975.3136,50.1884,0,21.4946,138.2682
"84","AS14.03",2014-04-04,7.8,5,4,0,10.829,11.0918,6.8714,6.391,1.8,0.16,0.72,7.72,5,4369.94859986305,0.2,0.10160464653908,4608.4984,1570.7696,1888.1,54.7348,0,21.4946,135.6306
"85","AS14.03",2014-04-05,7.6,6,4,0,10.829,67.1402,6.8714,0,1.6,0.24,0.8,7.6,5,4302.49359974861,0.8,0.0860958155689959,4729.3432,1486.8632,1754.4502,64.1916,0,17.4704,278.9538
"86","AS14.03",2014-04-06,6.8,0,4,0,14.7682,67.1402,5.8394,0,2.2,0.4,0.88,7.64,5,3193.37719955444,0.6,0.0922546861758214,4372.9558,826.407,1873.7194,48.6934,0,38.7676,271.369
"87","AS14.03",2014-04-07,7.4,1,4,0,14.7682,71.759,5.8394,0,1.8,0.36,0.96,7.48,5,3757.9281993866,0.6,0.0881262212436066,4266.4358,830.116,2395.2486,36.9652,0,26.2696,435.6408
"88","AS14.03",2014-04-08,7.4,2,4,0,3.9392,88.3118,5.8394,0,1.8,0.36,1.04,7.48,5,4092.20919919014,0.6,0.101201380944029,4214.7984,1023.4934,2501.7102,41.5168,0,47.466,430.2888
"89","AS14.03",2014-04-09,7.8,3,4,0,3.9392,86.499,0,0,2,0.44,1.08,7.4,5,4524.83839921951,0.8,0.105240267857106,472.1512,1023.1294,2344.6056,32.514,0,346.4388,426.224
"90","AS14.03",2014-04-10,7.4,4,4,0,3.9392,33.448,0,0,2,0.52,1,7.4,5,4233.29399938583,0.2,0.106243402434898,353.5012,1015.0842,2267.1646,29.4042,0,348.4602,260.574
"91","AS14.03",2014-04-11,7.6,5,4,2.644,0,481.4354,0,0,0.8,0.36,1,7.36,5,4866.41379985809,0.6,0.10497109473201,321.6272,1148.7992,2363.2674,29.4042,0,328.2064,267.42
"92","AS14.03",2014-04-12,7.66666666666667,6,4,2.644,0,482.4852,0.9026,0,0.8,0.36,1.04,7.52,5,4657.48819999695,0.6,0.113654308289316,339.8464,1342.5102,2142.1252,32.834,0,330.0384,133.3198
"93","AS14.03",2014-04-13,7.4,0,4,2.644,0,470.1516,2.7686,0,1.6,0.386666666666667,1.04,7.57333333333333,4.6,4148.92279992104,0.6,0.110248989385767,4116.056,1030.9508,4050.308,15.1946,0,305.1022,333.3988
"94","AS14.03",2014-04-14,7,1,4,2.644,0,467.926,2.7686,0,1.4,0.346666666666667,1,7.57333333333333,4.6,4804.25499968529,0.6,0.105110320025934,4219.6422,1372.4884,4432.3674,9.7768,0,134.8806,1186.2776
"95","AS14.03",2014-04-15,7.6,2,4,10.917,0,460.1204,6.2292,0,1.4,0.226666666666667,0.96,7.41333333333333,4.6,5295.59999980926,0.8,0.105265126508451,4576.4892,1933.9588,4466.0292,9.0678,0,133.2412,1182.9952
"96","AS14.03",2014-04-16,8,3,4,8.273,0,14.5494,6.2292,0,2.6,0.186666666666667,0.92,7.45333333333333,4.6,4684.90479917526,0.4,0.10756284638969,4701.0514,2027.2234,4280.772,9.0678,0,133.4028,1184.0238
"97","AS14.03",2014-04-17,7.25,4,4,8.273,0,16.5264,6.859,0,3,0.306666666666667,0.92,7.53333333333333,4.6,4755.03399934769,0.4,0.106478863578326,4729.4674,1978.304,4351.287,9.2606,0,138.208,1148.2814
"98","AS14.03",2014-04-18,7.5,5,4,8.273,0,32.5646,11.2592,0,2.6,0.29,0.87,7.45,4.8,5257.77159953117,0.8,0.109243244394543,1197.3276,2342.0316,2172.2988,43.7758,0,138.208,967.2052
"99","AS14.03",2014-04-19,7.8,6,4,8.273,0,36.218,12.85,0,3.6,0.25,0.87,7.47,4.6,4958.00839986801,0.6,0.108390952541184,1269.351,2105.0438,2389.6314,43.7758,0,46.2256,109.6002
"100","AS14.03",2014-04-20,7.5,0,4,0,13.8068,33.9728,9.3894,0,4.4,0.37,0.87,7.63,4.6,4400.30259985924,0.6,0.131457654815503,931.2602,1621.8382,2172.4386,38.1378,0,44.611,108.6974
"101","AS14.03",2014-04-21,7.4,1,4,0,19.1302,76.5884,9.3894,0,3.8,0.38,0.91,7.61,4.4,4305.17100009918,1,0.136917182556014,883.8946,1371.575,2108.1278,38.1378,0,43.406,98.4726
"102","AS14.03",2014-04-22,7.6,2,4,0,52.574,68.9428,8.9492,0,4,0.26,0.91,7.49,4.4,4442.24520015716,1,0.118132709719179,979.6588,1129.142,2215.2198,39.154,0,36.7688,399.656
"103","AS14.03",2014-04-23,7,3,4,0,52.574,53.307,2.683,0,3.2,0.29,0.92,7.56,4.6,4139.62220015526,0.6,0.108531983340871,641.6056,1080.7852,2451.7398,4.6388,0,44.6784,380.935
"104","AS14.03",2014-04-24,7.4,4,4,0,52.574,54.4848,1.0922,0,2,0.41,0.88,7.46,4.8,3743.36040000915,0.8,0.117834710628371,320.3648,1135.475,2069.5688,36.4634,0,7.9096,383.184
"105","AS14.03",2014-04-25,7.5,5,4,0,38.7672,57.9726,1.0922,0,1.2,0.25,0.92,7.38,4.8,4433.6976000309,0.6,0.0973889736577043,319.975,1467.4654,2405.8492,46.9342,0,7.9096,404.288
"106","AS14.03",2014-04-26,7.5,6,4,0,33.4438,23.8408,3.127,0,0.6,0,0.92,7.38,4.8,5908.6162001133,0.2,0.0892519698570117,230.4654,2855.0634,2766.7418,55.5948,0,43.6092,405.9906
"107","AS14.03",2014-04-27,7.6,0,4,3.891,0,23.8408,2.0348,0,0.8,-0.09,0.92,7.4,4.6,5402.43939990997,1.2,0.138911258917734,174.5116,2923.9246,2510.8434,50.956,0,43.6092,87.7404
"108","AS14.03",2014-04-28,7,1,4,3.891,108.1864,30.4892,2.0348,0,0.8,-0.45,0.96,7.4,4.6,5761.94859967232,1.2,0.13345055037735,151.0808,2737.8688,3518.7706,50.956,0,35.6996,559.899
"109","AS14.03",2014-04-29,7.2,2,4,5.4662,108.1864,28.9564,4.6824,0,1,-0.85,1,7.4,4.6,5580.50699973107,1,0.125898304578194,145.6478,3012.3944,3739.5266,24.7548,0,35.6996,557.7376
"110","AS14.03",2014-04-30,7,3,4,5.4662,108.1864,28.08,4.6824,0,1,-0.93,1,7.36,4.6,5335.76919941902,1,0.128437255775961,126.6686,2807.8888,3591.3698,110.1828,0,37.0008,539.2646
"111","AS14.03",2014-05-01,7.2,4,5,5.4662,108.1864,25.4798,5.9016,0,1,-0.97,1,7.26,4.8,3982.61979928017,1,0.125142180297671,156.4614,1594.2326,3326.1184,101.5222,0,1.3012,544.7812
"112","AS14.03",2014-05-02,7.6,5,5,1.5752,130.6344,25.4798,8.3412,0,0.4,-1.08,1,7.2,5,4033.800999403,0,0.0985914971492256,432.6786,1693.5694,3384.0422,101.5222,0,13.5344,542.7974
"113","AS14.03",2014-05-03,7.75,6,5,1.5752,32.3826,14.2098,14.1216,0,2.4,-1.04,1.08,7.2,5,4301.84839963913,0.2,0.112356467336399,485.8336,1738.79,2727.4374,110.167,0,13.5344,198.7362
"114","AS14.03",2014-05-04,7.4,0,5,0,46.8844,13.9406,13.7424,0,3.2,-0.84,1.08,7.35,4.8,5115.26439967156,0.2,0.123614555555433,572.2876,1353.1736,2693.9912,104.5436,0,13.5344,200.0204
"115","AS14.03",2014-05-05,7.25,1,5,0,46.8844,19.6124,13.7424,0,4,-0.96,1.04,7.39,4.8,4990.91919999123,0.2,0.113107867240121,584.2586,1033.0802,3031.0944,8.6448,0,12.2332,194.2426
"116","AS14.05",2014-03-19,6.75,3,3,230.4444,0,55.5156,35.1182,0,3.6,-0.363333333333333,0.76,6.80666666666667,3.6,6573.03819999695,0.4,0.110786809617471,541.4048,4220.5862,1005.3514,0,0,0,167.5274
"117","AS14.05",2014-03-20,7.2,4,3,136.7146,0,60.1942,32.4048,0,3,0.0366666666666666,0.51,6.55666666666667,4.2,6667.69820041657,0.4,0.113700554538286,537.152,4212.2486,1157.705,0,0,0,120.3238
"118","AS14.05",2014-03-21,7.25,5,3,0,0,22.8188,24.1414,0,2.4,0.236666666666667,0.59,6.75666666666667,4.2,5859.51500024796,0.6,0.113567406351018,402.0318,3836.6236,850.0234,0,0,0,116.7768
"119","AS14.05",2014-03-22,3.75,6,3,0,0,11.75,18.4668,0,2.2,0.37,0.79,6.94,4.4,5356.36900038719,1.2,0.0997824428662966,402.836,3452.1066,769.1158,0,0,0,109.8094
"120","AS14.05",2014-03-23,4.4,0,3,0,0,10.3364,16.0084,0,2.2,0.05,0.51,6.49,4.2,4594.84020004273,0.8,0.0868205371409285,237.5248,3317.0146,693.3356,0,0,0,103.7652
